"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Q suka belanja disini harganya terjangkau.,5,2,belanja harga jangkau,987,4,,0.5494,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['belanja', 'harga', 'jangkau']"
"Kembalikan sistem pengiriman seperti dulu yang bisa memilih jasa pengiriman dari perusahaan jasa mana saja. Masalahnya kalo yang sekarang pihak shopee yang milih secara acak ,kalau dapat jasa Antaraja lama banget suka sampe 5 hari lebih. Padahal kalo pake si cepat atau Jnt cuman 2 hari.",3,1,sistem kirim pilih jasa kirim usaha jasa milih acak jasa antaraja sampe pake cepat jnt cuman,669,4,,0.5485,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sistem', 'kirim', 'pilih', 'jasa', 'kirim', 'usaha', 'jasa', 'milih', 'acak', 'jasa', 'antaraja', 'sampai', 'pakai', 'cepat', 'jnt', 'cuman']"
Menu COD ny kadang-kadang gk ada padahal di penjual ny bisa COD tpi pas pilihan pembayaran pilihan COD ny malah gk ada,3,1,menu cod ny kadang kadang jual ny cod tpi pas pilih bayar pilih cod ny,527,4,,0.5456,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['menu', 'cod', 'ny', 'kadang', 'kadang', 'jual', 'ny', 'cod', 'tapi', 'pas', 'pilih', 'bayar', 'pilih', 'cod', 'ny']"
dua bintang dulu nanti kalo barang sampay bintangnya pul,2,0,bintang barang sampay bintang pul,437,4,,0.5449,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['bintang', 'barang', 'sampay', 'bintang', 'pul']"
"Bertahun tahun pake buka lapak pelayanannya bagus ,sekarang malah terlalu melingdungi pelapak, penilaian jelek ke pelapak pun akan di hapus oleh pihak BL, jadi seolah semuanya bagus dari pelapaknya hingga pemikiran orang yg belanja di BL mungkin penyedia layanan belanja online dsni bagus juga,",1,0,pake layan melingdungi nilai hapus bl olah pikir belanja bl sedia layan belanja online dsni,29,4,,0.5438,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pakai', 'layan', 'melingdungi', 'nilai', 'hapus', 'beli', 'olah', 'pikir', 'belanja', 'beli', 'sedia', 'layan', 'belanja', 'online', 'dsni']"
Perdana order 2 produk cincinnya bagus?? kacamatanya kurang,3,1,perdana order produk cincin kacamata,730,4,,0.5437,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['perdana', 'order', 'produk', 'cincin', 'kacamata']"
Masa saya pesan barang dari tgl 30 sampai hari ini blm sampai jga sudah 5-hari blm ada kejelasan kecawa pake Tokopedia kurang profesional dalam bertindak lemah,1,0,pesan barang tgl kecawa pake profesional tindak lemah,192,4,,0.5008,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pesan', 'barang', 'tanggal', 'kecawa', 'pakai', 'profesional', 'tindak', 'lemah']"
"Sudah berkali-kali beli gadget disini terbukti ori, pengiriman aman dan cepat. Beli kebutuhan baby juga harganya sangat bersaing dengan toko2 retail ternama. Situs belanja online paling terpercaya dibandingkan olshop yang lain menurut saya. Good JD.ID!",5,2,beli gadget bukti ori kirim aman cepat beli butuh baby harga saing toko retail nama situs belanja online percaya banding olshop,796,4,,0.539,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['beli', 'gadget', 'bukti', 'asli', 'kirim', 'aman', 'cepat', 'beli', 'butuh', 'baby', 'harga', 'saing', 'toko', 'retail', 'nama', 'situs', 'belanja', 'online', 'percaya', 'banding', 'olshop']"
"Wah pengalaman pertama kali belanja pakai lazada,nemu penjualnya tdk amanah bngt nih,sblm beli udh chat sma penjual kata barang ready ad, setelah q pesan yg dtng brng tdk sesuai malah di kasih produk lain, knpa ad penjual yg nakalan sih,knpa jg sblm dikirim it tdk konfirmasi dulu klau barng tdk ad ya bilang tdk ad malah pura2 ad tpi stelah dibeli di kasih prodak lain,kecewa nih,lazada semoga kedepanya lebih baik, kasih tau it penjual yg nakalan,klau jadi penjual yg baik yg jujur & amanah,thanks",1,0,alam belanja pakai nemu jual amanah sblm beli chat sma jual barang ready pesan dtng brng sesuai produk knpa jual nakal knpa jg sblm kirim it konfirmasi klau barng bilang pura tpi stelah beli prodak depa tau it jual nakal klau jual jujur amanah,148,4,,0.5355,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['alam', 'belanja', 'pakai', 'nemu', 'jual', 'amanah', 'sblm', 'beli', 'chat', 'sama', 'jual', 'barang', 'siap', 'pesan', 'dtng', 'brng', 'sesuai', 'produk', 'kenapa', 'jual', 'nakal', 'kenapa', 'juga', 'sblm', 'kirim', 'it', 'konfirmasi', 'klau', 'barng', 'bilang', 'pura', 'tapi', 'setelah', 'beli', 'prodak', 'depa', 'tahu', 'it', 'jual', 'nakal', 'klau', 'jual', 'jujur', 'amanah']"
Banyak seller penipu.... Tapi gak diberi sangsi oleh lazada,1,0,seller tipu sangsi,341,4,,0.5337,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['seller', 'tipu', 'sangsi']"
Pret Klo ada barang return shope ga mau balikin,1,0,pret barang return shope balikin,10,4,,0.5334,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pret', 'barang', 'return', 'shope', 'balik']"
Semua sesuai janji terimakasih barang sudah sampai ??????. Terima kasih shopy barang ud sy terima,5,2,sesuai janji barang shopy barang,803,4,,0.5333,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sesuai', 'janji', 'barang', 'shopy', 'barang']"
"Ga ada pilihan ekspedisi, kirim pakai id ekspress sampai lama bgt ??",1,0,pilih ekspedisi kirim pakai ekspress,365,4,,0.5331,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pilih', 'ekspedisi', 'kirim', 'pakai', 'ekspress']"
"kenapa sihh udah 21 pesanan kok ngga naik jadi member gold,baru kali ini kecewa dengan shopee, nanti ditingkatkan lagi ya,semoga kedepan nya jauh lebih baik, makasih.",4,2,sihh pesan member gold tingkat,942,4,,0.5331,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sihh', 'pesan', 'member', 'gold', 'tingkat']"
Mempermudah pembelian produk .,5,2,mudah beli produk,971,4,,0.5314,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['mudah', 'beli', 'produk']"
"Pelayanan Tim Tokopedia Care dalam penyelesaian perihal komplain, terlalu Berbelit-belit dan tidak ada KETEGASAN sama sekali. Jujur saya sangat-sangat KECEWA.",1,0,layan tim care perihal komplain belit belit jujur,392,4,,0.5308,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['layan', 'tim', 'care', 'perihal', 'komplain', 'belit', 'belit', 'jujur']"
bags barang ny,5,2,bags barang ny,998,4,,0.5308,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['bags', 'barang', 'ny']"
MENTANG2 KONTRAK SAMA UC BROWSER NGASIH IKLAN GATAU DIRI KNTL,1,0,mentang kontrak uc browser ngasih iklan kntl,126,4,,0.525,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['mentang', 'kontrak', 'uc', 'browser', 'beri', 'iklan', 'kntl']"
"Tolong sampaikan ke kurirnya,apapun barang yg dipesan konsumen hrs dianter,jgn samoai menolak pesanan,akibatnya konsumen hrs byr biaya kirimnya jd 2x",3,1,tolong kurir barang pes konsumen hrs anter jgn samoai tolak pesan akibat konsumen hrs byr biaya kirim,504,4,,0.5195,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tolong', 'kurir', 'barang', 'pes', 'konsumen', 'harus', 'antar', 'jangan', 'samoai', 'tolak', 'pesan', 'akibat', 'konsumen', 'harus', 'bayar', 'biaya', 'kirim']"
Sellernya kebanyakan yg abal2 tipu... diseleksi dong seller2 yg suka tipu2 yg suka jual barang sampah ditendangin!,3,1,sellernya abal tipu seleksi seller tipu jual barang sampah ditendangin,579,4,,0.5176,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sellernya', 'abal', 'tipu', 'seleksi', 'seller', 'tipu', 'jual', 'barang', 'sampah', 'ditendangin']"
"Makin kemarih jd makin berat,banyak iklan,boros batre,payah.",3,1,kemarih berat iklan boros batre,734,4,,0.5174,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['kemarih', 'berat', 'iklan', 'boros', 'batre']"
Bagus.. Harap di jaga dan di tingkat kan lagi,5,2,harap jaga tingkat,815,4,,0.5152,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['harap', 'jaga', 'tingkat']"
aplikasi ganggu banget. galamu ya sampe iklan dimanamana?,1,0,aplikasi ganggu gala sampe iklan dimanamana,206,4,,0.5142,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['aplikasi', 'ganggu', 'gala', 'sampai', 'iklan', 'dimanamana']"
Punya saya pesanan salah ..udah di ajukan pengembalian ..tapi dana nya nggak balik lagi,1,0,pesan salah aju dana,435,4,,0.5126,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pesan', 'salah', 'aju', 'dana']"
"Mending make shope,,, udah murah,, pengiriman cepat.. lah ini,, udah kemahalan,, pengiriman make ninja lama beet,, barangnya juga gak layak pakai..",1,0,mending make shope murah kirim cepat mahal kirim make ninja beet barang layak pakai,246,4,,0.5125,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['lebih baik', 'pakai', 'shope', 'murah', 'kirim', 'cepat', 'mahal', 'kirim', 'pakai', 'ninja', 'beet', 'barang', 'layak', 'pakai']"
Beli pulsa di elevenia lebih murah,4,2,beli pulsa murah,668,4,,0.5114,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['beli', 'pulsa', 'murah']"
Pengirim Lama ? Tolong Kurir Nya Jangan Males�An anj,2,0,kirim tolong kurir males,358,4,,0.5107,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['kirim', 'tolong', 'kurir', 'males']"
Tindak lanjut pembatalan pembelian cat rambut garnier saya bagaimana yaa?,3,1,tindak batal beli cat rambut garnier,591,4,,0.5042,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tindak', 'batal', 'beli', 'cat', 'rambut', 'garnier']"
Alhamdulillah beli barang apapun menjadi ringan tinggal klik keluar gambar yng kta inginkan ??,5,2,beli barang ringan tinggal klik gambar yng kta,972,4,,0.4988,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['beli', 'barang', 'ringan', 'tinggal', 'klik', 'gambar', 'yng', 'kta']"
Rating segini dulu sampai perbaiki pengiriman barangnya.. gk nyaman ketika tracking terkirim tapi barang belum ditangan.. toko sebelah juga ada free ongkir tapi gk begini amat.. kalau dikasih fitur memilih kurir sendiri lebih baik..,2,0,rating gin kirim barang nyaman tracking kirim barang tang toko belah free ongkir fitur pilih kurir,77,4,,0.4957,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['rating', 'gin', 'kirim', 'barang', 'nyaman', 'tracking', 'kirim', 'barang', 'tang', 'toko', 'belah', 'free', 'ongkir', 'fitur', 'pilih', 'kurir']"
"Tolonh di tingkatkan lagi aplikasinya untuk pengiriman yang gratis ongkir, si pembeli bisa memilih kurir jgn otomatis. Klo kedapetan kurir anteraja lama bgt jakarta to jakarta aja 3 hari baru sampe rmh dari awal di pickup. Klo tidak di hapus saja kurir anteraja nya terima kasih",4,2,tolonh tingkat aplikasi kirim gratis ongkir beli pilih kurir jgn otomatis kedapetan kurir anteraja jakarta jakarta sampe rmh pickup hapus kurir anteraja,853,4,,0.4948,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tolonh', 'tingkat', 'aplikasi', 'kirim', 'gratis', 'ongkir', 'beli', 'pilih', 'kurir', 'jangan', 'otomatis', 'kedapetan', 'kurir', 'anteraja', 'jakarta', 'jakarta', 'sampai', 'rumah', 'pickup', 'hapus', 'kurir', 'anteraja']"
"Good, semoga kedepannya lebih ditingkatkan lg customer servicenya, agar lebih cepat merespon keluhan user",5,2,tingkat lg customer servicenya cepat merespon keluh user,994,4,,0.4948,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tingkat', 'lagi', 'customer', 'servicenya', 'cepat', 'merespon', 'keluh', 'user']"
Ternyata ngak ada solusi !!! untuk pengunaan satu akun yang digunakan untuk pembelian id yang berbeda dalam prakerja. Ya sudah saya kasih satu bintang. Nanti kalau sudah bisa diatasi saya kasih 5. Terima kasih!!!,1,0,solusi pengunaan akun beli beda bintang,54,4,,0.4946,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['solusi', 'pengunaan', 'akun', 'beli', 'beda', 'bintang']"
Saya kecewa setiap orderan lewat kurir JNE selalu gagal...mohon diperbaiki,1,0,order kurir gagal,354,4,,0.494,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['order', 'kurir', 'gagal']"
"Hati2 dalam ber belanja banyak toko yg jualan tidak sesuai dengan apa yg di-posting dan meski murah kalau barang tidak sesuai kebutuhan justru hanya menghambur2kan uang,keluar uang tapi barang tidak bisa digunakan sesuai kebutuhan.",1,0,hati ber belanja toko jual sesuai posting murah barang sesuai butuh hambur uang uang barang sesuai butuh,195,4,,0.4885,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['hati', 'ber', 'belanja', 'toko', 'jual', 'sesuai', 'posting', 'murah', 'barang', 'sesuai', 'butuh', 'hambur', 'uang', 'uang', 'barang', 'sesuai', 'butuh']"
Aplikasi nya banyak iklan sumpah risi di sepah sama iklan buka ini lazada buka ini lazada,1,0,aplikasi iklan risi sepah iklan,240,4,,0.4878,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['aplikasi', 'iklan', 'risi', 'sepah', 'iklan']"
"Kimak lah, tiap mau download lagu spam iklan klen aja yang muncul",1,0,download lagu spam iklan klen muncul,224,4,,0.4852,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['unduh', 'lagu', 'spam', 'iklan', 'klen', 'muncul']"
"untuk penjual,penjual nakal dan tidak bertanggung jawab harus lapor nya ke mana nih, masih aja bnyak yang jadi penipu di lazada.",2,0,jual jual nakal tanggung lapor bnyak tipu,193,4,,0.4821,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['jual', 'jual', 'nakal', 'tanggung', 'lapor', 'bnyak', 'tipu']"
"Saya ralat jadi 1 bintang, maksud hati pesan untuk kado anakku saya pilih pengiriman paling cepat, eh sampai hari ini sudah 4 hari ga nyampe nyampe, malah tiba2 pesanan sudah selesai padahal barang belum nyampe, kecewa, padahal saya baru seneng pake tokopedia karna cashback nya, kalo udah gini entah lah pake lagi atau ngga,",1,0,ralat bintang hati pesan kado anak pilih kirim cepat nyampe nyampe pesan barang nyampe neng pake cashback gin pake,23,4,,0.4791,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['ralat', 'bintang', 'hati', 'pesan', 'kado', 'anak', 'pilih', 'kirim', 'cepat', 'nyampe', 'nyampe', 'pesan', 'barang', 'nyampe', 'neng', 'pakai', 'cashback', 'gin', 'pakai']"
Pertayaan saya .jika barang yang kita beli .bayar nya pakai uang .tapi gak pakai kartu .tolong di jwab.jika saya sudah menerima jawaban baru lah saya kasing bintang5.kalau di aceh tengah masuk nya,1,0,pertayaan barang beli bayar pakai uang pakai kartu tolong jwab kasing bintang aceh,350,4,,0.4783,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pertayaan', 'barang', 'beli', 'bayar', 'pakai', 'uang', 'pakai', 'kartu', 'tolong', 'jwab', 'kasing', 'bintang', 'aceh']"
"Tambah sulit jualan di BL, kalo gak maen IKLAN sepertinya produk kita gak dimunculkan, beberapa bulan ini penjualan NOL BESAR. Jualan blm tentu laku ditambah beli saldo BUKAIKLAN... kacau. Ongkir di sistem tidak sesuai REAL dari kurir, tarif reguler dalam kota /kg misal 10.000 yang tertera 11.500, ada penambahan ongkir dari sistem BL-nya. Sayang nih produk dalam negeri.... Kalo dibandingkan lebih gampang jualan di ""si-OREN"". Maaf lah kalo komen saya gak ngenakin, cuma ngeluarin rasa mual di hati",1,0,sulit jual bl maen iklan produk muncul jual nol jual beli saldo bukaiklan kacau ongkir sistem sesuai real kurir tarif reguler kota kg tera ongkir sistem bl sayang produk negeri banding gampang jual maaf komen ngenakin ngeluarin mual hati,175,4,,0.477,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sulit', 'jual', 'beli', 'main', 'iklan', 'produk', 'muncul', 'jual', 'nol', 'jual', 'beli', 'saldo', 'bukaiklan', 'kacau', 'ongkir', 'sistem', 'sesuai', 'real', 'kurir', 'tarif', 'reguler', 'kota', 'kg', 'tera', 'ongkir', 'sistem', 'beli', 'sayang', 'produk', 'negeri', 'banding', 'gampang', 'jual', 'maaf', 'komen', 'ngenakin', 'ngeluarin', 'mual', 'hati']"
"Setelah melakukan pembelian dan penerima sudah menerima barang sebelum 24jam dikarenakan jarak lumyan dekat...saya sebagai pembeli tidak dapat memberikan ulasan barang yg telah saya beli...tolong perbaiki...kasihan sellernya di sangka saya tidak memberikan respon baik kepada pembeli. Dan sangat disayangkan hasil penjualan tidak dapat dipergunakan untuk belanja seperti dulu lagi, mungkin ada berberapa faktor...tp hal tersebut sangat mengganggu pemilik akun hrus TF dulu bayar lagi...",3,1,beli barang jam jarak lumyan beli ulas barang beli tolong kasihan sellernya sangka respon beli sayang hasil jual belanja faktor ganggu milik akun tf bayar,530,4,,0.4758,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['beli', 'barang', 'jam', 'jarak', 'lumyan', 'beli', 'ulas', 'barang', 'beli', 'tolong', 'kasihan', 'sellernya', 'sangka', 'respon', 'beli', 'sayang', 'hasil', 'jual', 'belanja', 'faktor', 'ganggu', 'milik', 'akun', 'transfer', 'bayar']"
Dari tanggal 24 sampe sekarang tnggal 27 pesanan saya masih di proses penjual. Makin buruk aja pelayananya. Dan lazada kredit saya masih di blokir pdhl baru dapet 50 ribu saldo dari undangan teman...udah 81 barang lebih yang saya beli padahal,1,0,sampe tnggal pesan proses jual pelayananya kredit blokir pdhl ribu saldo undang teman barang beli,68,4,,0.4755,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['sampai', 'tnggal', 'pesan', 'proses', 'jual', 'layanan', 'kredit', 'blokir', 'pdhl', 'ribu', 'saldo', 'undang', 'teman', 'barang', 'beli']"
Buat pihak lazada tolong di tindak lanjuti banyak penjual yg tidak bertanggung jawab Masak saya pesen kamera go pro yg dtang gantungan kunci,3,1,tolong tindak jual tanggung masak sen kamera go pro dtang gantung kunci,687,4,,0.4754,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tolong', 'tindak', 'jual', 'tanggung', 'masak', 'sen', 'kamera', 'go', 'profesional', 'datang', 'gantung', 'kunci']"
Tolong dong di perbaiki toko toko nya yang sering jual barang bagus dngn harga yang gk sesuai dan juga barang yang d jual apa masak ngirim nya beda yang d deskripsi produk...sama d perbaiki lagi kalok ada toko yang menipu tolong gampangin lah cara ngelaporin ke lazada nya lngsung....sekian aja buat saran maksih,2,0,tolong toko toko jual barang harga sesuai barang jual masak ngirim beda deskripsi produk kalok toko tipu tolong gampangin ngelaporin lngsung sekian saran maksih,309,4,,0.4747,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['tolong', 'toko', 'toko', 'jual', 'barang', 'harga', 'sesuai', 'barang', 'jual', 'masak', 'ngirim', 'beda', 'deskripsi', 'produk', 'kalok', 'toko', 'tipu', 'tolong', 'gampangin', 'ngelaporin', 'lngsung', 'sekian', 'saran', 'maksih']"
"Saya pertama kali belanja sudah kena tipu penjual nakal. Jd id kurang selektif menyaring penjual, beda sama ol shop lain",1,0,belanja tipu jual nakal selektif nyaring jual beda ol shop,5,4,,0.4726,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['belanja', 'tipu', 'jual', 'nakal', 'selektif', 'nyaring', 'jual', 'beda', 'online', 'shop']"
"kash 2 bintang ja dulu stela barang nti nyampe bagus kash ful bintang ni mah baru klik blm tau brang kya apa,",2,0,kash bintang stela barang nti nyampe kash ful bintang klik tau brang kya,327,4,,0.4715,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['kash', 'bintang', 'stela', 'barang', 'nti', 'nyampe', 'kash', 'ful', 'bintang', 'klik', 'tahu', 'brang', 'kya']"
Aplikasi bukalapak tidak memuaskan ngak bisa muncul gambar penjualan produknya padahal sinyal 4G,1,0,aplikasi muncul gambar jual produk sinyal,300,4,,0.4704,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['aplikasi', 'muncul', 'gambar', 'jual', 'produk', 'sinyal']"
Ngntd iklan maksa anj lagi enak enak nonton lazada muncul bngsd,1,0,ngntd iklan maksa nonton muncul bngsd,70,4,,0.4702,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['ngntd', 'iklan', 'maksa', 'nonton', 'muncul', 'bngsd']"
"Harap diperbaiki, dikolom pencarian tidak akurat dengan hasil pencarian, sekarang COD Dikenakan biaya penanganan!, Dan tidak semua produk bisa COD, sekarang shopee tanam lemot, padaha signal bagus!",1,0,harap kolom cari akurat hasil cari cod biaya tangan produk cod tanam lot padaha signal,395,4,,0.469,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['harap', 'kolom', 'cari', 'akurat', 'hasil', 'cari', 'cod', 'biaya', 'tangan', 'produk', 'cod', 'tanam', 'lot', 'padaha', 'signal']"
Gabisa order produk import:( bukannya ga support lokal tapi produk lokal banyak yg ngambil pict asal trs aslinya jauh parah yg penting harga murah. Susah bgt mau cari baju yg bagus di shopee semenjak gaada produk luar. Trs sekarang shopee pelit ga kaya dlu..voucher gratis ongkir udah jarang bgt:(,1,0,order produk import support lokal produk lokal ngambil pict trs asli harga murah susah cari baju produk trs pelit kaya voucher gratis ongkir jarang,389,4,,0.4679,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['order', 'produk', 'import', 'support', 'lokal', 'produk', 'lokal', 'mengambil', 'pict', 'terus', 'asli', 'harga', 'murah', 'susah', 'cari', 'baju', 'produk', 'terus', 'pelit', 'kaya', 'voucher', 'gratis', 'ongkir', 'jarang']"
"Saya kurang suka sama apk ini. Banyak toko yg buat saya rugi, blanja juga barang nya jarang yg sesuai. Meskipun ada yg jual jujur",1,0,apk toko rugi blanja barang jarang sesuai jual jujur,410,4,,0.4644,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['aplikasi', 'toko', 'rugi', 'belanja', 'barang', 'jarang', 'sesuai', 'jual', 'jujur']"
"Kenapa sih kalo belanja disini pengemasannya lama banget padahal lagi butuh banget apalagi dilazada itu ongkir nya murah tapi pengirimannya lama saya sudah nge dm tokonya katanya bentar lagi tapi nyatanya pas besok masih dikemas,dikemasnya udah nunggu 3 hari masih belum dikirim",1,0,belanja emas butuh dilazada ongkir murah kirim dm toko bentar pas besok kemas kemas nunggu kirim,176,4,,0.4634,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['belanja', 'emas', 'butuh', 'dilazada', 'ongkir', 'murah', 'kirim', 'dm', 'toko', 'sebentar', 'pas', 'besok', 'kemas', 'kemas', 'tunggu', 'kirim']"
"Pihak Shope Kenapa saya sekarang saat Mau Buat pesananan [checkout gagal (F01) ],, begitu trus kk mohon Di perbaiki Soalnya saya mau beli sepatu, mohon di respon trimakasih,padahal kemarin�pas beli Gk gitu mohon bantuannya",3,1,shope pesananan checkout gagal beli sepatu respon trimakasih kemarin pas beli bantu,497,4,,0.462,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['shope', 'pesananan', 'checkout', 'gagal', 'beli', 'sepatu', 'respon', 'trimakasih', 'kemarin', 'pas', 'beli', 'bantu']"
"Iklan promosi kalian masih kalah dengan toko2 sebelah. Iklan promosi kalian indah di khabar tapi tipu belaka, saya ada komunitas yang beranggotakan 252 orang kalau saya cerita pasti mereka akan bicara di group2 WA mereka masing2. Perbaiki iklan promosi kalian. Belakangan saya kecewa dengan kalian. Saya kasih bintang 1 dulu. Kalau udah diperbaiki iklan promosi kalian maka saya tambah bintangnya",1,0,iklan promosi kalah toko belah iklan promosi indah khabar tipu belaka komunitas anggota cerita bicara group wa iklan promosi bintang iklan promosi bintang,406,4,,0.4612,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['iklan', 'promosi', 'kalah', 'toko', 'belah', 'iklan', 'promosi', 'indah', 'khabar', 'tipu', 'belaka', 'komunitas', 'anggota', 'cerita', 'bicara', 'group', 'whatsapp', 'iklan', 'promosi', 'bintang', 'iklan', 'promosi', 'bintang']"
aplikasi belanja yg sangat murah dan responnya cepat,5,2,aplikasi belanja murah responnya cepat,881,4,,0.4592,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['aplikasi', 'belanja', 'murah', 'respon', 'cepat']"
Lama bet dah masa di medan 5 hari belum ganti status ngapain mulu syukuran?,1,0,medan ganti status ngapain mulu syukur,163,4,,0.4572,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['medan', 'ganti', 'status', 'ngapain', 'melulu', 'syukur']"
"Ga jelas Ngajuin SPaylater ga prnh di acc , padahal sering belanja dsni , payah",1,0,ngajuin spaylater prnh acc belanja dsni,184,4,,0.4571,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['ngajuin', 'spaylater', 'pernah', 'acc', 'belanja', 'dsni']"
Aku punya pesanan ngembaliin uang saya susah banget :'( padahal barang udah d retur,1,0,pesan ngembaliin uang susah barang retur,278,4,,0.4571,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['pesan', 'ngembaliin', 'uang', 'susah', 'barang', 'retur']"
"Banyak Seller yg tulis harganya bikin Bingung Misalnya : Gambarnya Redmi 10s, tapi harganya Redmi 9C. Sebaiknya Gambar Redmi 10s Harganya jg Harga Redmi 10s. Jangan digabung. Thanks",3,1,seller tulis harga bikin bingung gambar redmi harga redmi gambar redmi harga jg harga redmi gabung,457,4,,0.4553,"barang, kirim, cepat, pesan, sesuai, harga, beli, jual, iklan, kurir","['seller', 'tulis', 'harga', 'bikin', 'bingung', 'gambar', 'redmi', 'harga', 'redmi', 'gambar', 'redmi', 'harga', 'juga', 'harga', 'redmi', 'gabung']"
