"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
saya sdh hapus... karna barang mahal tapi sy terus di kirim penawaran ke email sy,3,1,hapus barang mahal kirim tawar email,620,,3,0.6639,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['hapus', 'barang', 'mahal', 'kirim', 'tawar', 'email']"
Pret Klo ada barang return shope ga mau balikin,1,0,pret barang return balikin,10,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['pret', 'barang', 'return', 'balik']"
Gratis ongkir banyak syarat tidak seperti dulu,1,0,gratis ongkir syarat,84,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['gratis', 'ongkir', 'syarat']"
"Ngikutin Shopee dari awal. Makin seret buat user, padahal reward gold. ??",2,0,ngikutin seret user reward gold,91,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ngikutin', 'seret', 'user', 'reward', 'gold']"
Kuranggg bagusss d update ga. Bisa bisa menyebalkan,1,0,kuranggg bagusss update sebal,92,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kuranggg', 'bagusss', 'update', 'sebal']"
Setiap hari minta di update ngabisin kuota.,1,0,update ngabisin kuota,274,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['update', 'ngabisin', 'kuota']"
bli bli cod nggk?byr ditempat?,3,1,cod nggk byr,484,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['cod', 'nggk', 'bayar']"
"Stlh diupdate, jd lemot...",3,1,stlh diupdate lot,554,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['setelah', 'diupdate', 'lemot']"
server nya sekarang kacau. lelet banget,3,1,server kacau lelet,621,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['server', 'kacau', 'lambat']"
"Kadang lemot, apa kartu aku yg gak jos ya bun",3,1,kadang lot kartu bun,667,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kadang', 'lemot', 'kartu', 'bun']"
Tarif sangat mahal di banding GRAB,3,1,tarif mahal banding,683,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tarif', 'mahal', 'banding']"
Shoppe tanamnya eror gabisa kebuka Dan game shoppe lain gabisa kebuka,3,1,tanam eror game,719,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tanam', 'eror', 'game']"
Ini benar benar bagus dan ga ngecewain ongkirnya jua mantapp??????,5,2,ngecewain ongkirnya jua mantapp,879,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ngecewain', 'ongkir', 'jua', 'mantapp']"
Barang sesuai dg pesananan. Mantaf,5,2,barang sesuai pesananan mantaf,883,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['barang', 'sesuai', 'pesananan', 'mantaf']"
"Saya suka... Byk cash back nya, terimakasih Tokopedia, terus berjaya ya??",5,2,cash back jaya,973,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['cash', 'back', 'jaya']"
Pesanan bagus cepat sampe nya,4,2,pesan cepat sampe,999,,3,0.6612,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['pesan', 'cepat', 'sampai']"
"Sumpah ya dlu ak suka bgt pake shopee.. bahkan apk belanja online yg ak download juga cuma ini.. tp kecewa bgt nih skarang bner"" beda bgt sama yg dlu.. udh gk bisa pilih expedisi ,gratis ongkir juga gk ada.. pdhl ini tuh buat jualan klo kyak gini ya gk dpt untung dong.. semenjak di update mlh jadi gk kyak dlu. Tolong diperhatikan lagi buat penggunanya biar gk pindah ke apk lain.. nnti klo kyak dlu ak ubah bintangnya. Mkasih",3,1,pake apk belanja online download skarang bner beda pilih expedisi gratis ongkir pdhl jual kyak gin untung update mlh kyak tolong perhati pindah apk nnti kyak ubah bintang mkasih,595,,3,0.6588,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['pakai', 'aplikasi', 'belanja', 'online', 'unduh', 'skarang', 'bner', 'beda', 'pilih', 'expedisi', 'gratis', 'ongkir', 'pdhl', 'jual', 'kyak', 'gin', 'untung', 'update', 'mlh', 'kyak', 'tolong', 'perhati', 'pindah', 'aplikasi', 'nnti', 'kyak', 'ubah', 'bintang', 'mkasih']"
"2017 masih ada ongkir? Semoga free ongkir di awal th 2017 dan seterusnya toko sebelah aja semua rata rata udah free ongkir, 2017 juga semoga ada sistem cod, toko sebelah aja rata rata udah ada cod semua, jgn perbaikam di appnya saja, sistem pembayaran, pembelian dan kreditnya juga perlu di perbaiki agar lebih mudah di gunakan, supaya pelanggan setia elv ga pindah ke toko sebelah :)",3,1,ongkir free ongkir th toko belah free ongkir sistem cod toko belah cod jgn perbaikam appnya sistem bayar beli kredit mudah langgan setia elv pindah toko belah,537,,3,0.6541,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ongkir', 'free', 'ongkir', 'th', 'toko', 'belah', 'free', 'ongkir', 'sistem', 'cod', 'toko', 'belah', 'cod', 'jangan', 'perbaikam', 'appnya', 'sistem', 'bayar', 'beli', 'kredit', 'mudah', 'langgan', 'setia', 'elv', 'pindah', 'toko', 'belah']"
Shopee kok sekarang jadi berat bgt ya. Sinyal bagus ram hp jga oke tp tiap buka shopee pasti ngelag dulu muter2 dulu nunggu dulu. Pdhal klo apk lain lancar terus. Tolong di perbaiki lg ya biar ga beray aplikasinya,3,1,berat sinyal ram hp ngelag muter nunggu pdhal apk lancar tolong lg beray aplikasi,501,,3,0.65,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['berat', 'sinyal', 'ram', 'handphone', 'ngelag', 'muter', 'tunggu', 'pdhal', 'aplikasi', 'lancar', 'tolong', 'lagi', 'beray', 'aplikasi']"
"Semoga shoppe nya lebih ditingkatkan lagi,,, saya udh lama pesan barang tapi belum juga diantar sama kurir sampai sekarang.... Jadi sampai sekarang paket nyi belum datang datang.... Terima kasih....ohon bantuan ny pihak shoppe",2,0,tingkat pesan barang kurir paket nyi ohon bantu ny,448,,3,0.6497,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tingkat', 'pesan', 'barang', 'kurir', 'paket', 'nyi', 'ohon', 'bantu', 'ny']"
"Gk yangka sama tokopedia barang udah dipesan, dbayar di alfamart malah dibatalin yg diganti cuman biaya pesanan gk sama biaya transaksi?? Parahh..",1,0,yangka barang pes dbayar dibatalin ganti cuman biaya pesan biaya transaksi parahh,386,,3,0.6484,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['yangka', 'barang', 'pes', 'dbayar', 'dibatalin', 'ganti', 'cuman', 'biaya', 'pesan', 'biaya', 'transaksi', 'parahh']"
"untuk penjual,penjual nakal dan tidak bertanggung jawab harus lapor nya ke mana nih, masih aja bnyak yang jadi penipu di lazada.",2,0,jual jual nakal tanggung lapor bnyak tipu,198,,3,0.6483,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['jual', 'jual', 'nakal', 'tanggung', 'lapor', 'bnyak', 'tipu']"
pengiriman cepat trus paket rapih dan barang ok. jd. id it's ok..tp slalu update data mulu jd sebel g bs psn lg,3,1,kirim cepat paket rapih barang it slalu update data mulu sebel psn lg,487,,3,0.6466,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kirim', 'cepat', 'paket', 'rapih', 'barang', 'it', 'selalu', 'update', 'data', 'melulu', 'sebel', 'pesan', 'lagi']"
"saya kecewa terhadap toko pedia,sebab untuk penguna baru hadiah nya tidak bisa di ambil,dan sesudah di klik order di batalkan otomatis oleh pihak nya,buat kalian jngn pernah ambil itu produk 0rupiah,kalau gak mau sebel",2,0,toko penguna hadiah ambil klik order batal otomatis jngn ambil produk rupiah sebel,226,,3,0.6447,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['toko', 'penguna', 'hadiah', 'ambil', 'klik', 'order', 'batal', 'otomatis', 'jngn', 'ambil', 'produk', 'rupiah', 'sebel']"
"Kecewa dgn buka lapak,,, Beli barang,barang belum di terima tapi di pembelian barang sudah sampai,,, di komplain ga ada hasil,malah suruh tlp sendiri ke pihak kurir padahal kan tugas penyedia layanan untuk mmpertanyaka status barang di kurir,,, Masa ngusut barang di kurir ampe berhari2 ga tau barang di mana,kurir ada kantor ny ada data,kalo klaim kurir udah di berikan,,, mana bukti tanda terima dan tanda kalo pihak kurir menelpon atau mnginfokan ke pemesan bahwa barang datang.",1,0,beli barang barang beli barang komplain hasil suruh tlp kurir tugas sedia layan mmpertanyaka status barang kurir ngusut barang kurir ampe tau barang kurir kantor ny data klaim kurir ikan bukti tanda tanda kurir telpon mnginfokan mes barang,15,,3,0.642,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['beli', 'barang', 'barang', 'beli', 'barang', 'komplain', 'hasil', 'suruh', 'telepon', 'kurir', 'tugas', 'sedia', 'layan', 'mmpertanyaka', 'status', 'barang', 'kurir', 'ngusut', 'barang', 'kurir', 'ampe', 'tahu', 'barang', 'kurir', 'kantor', 'ny', 'data', 'klaim', 'kurir', 'ikan', 'bukti', 'tanda', 'tanda', 'kurir', 'telpon', 'mnginfokan', 'mes', 'barang']"
buruk!!! lgsung uninstal lg. baru buka aplikasi lemotnya bukan main. loading muter2 gk jelas.. pdhl sinyal hp penuh.,1,0,lgsung uninstal lg aplikasi lot main loading muter pdhl sinyal hp penuh,429,,3,0.6418,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['lgsung', 'uninstal', 'lagi', 'aplikasi', 'lemot', 'main', 'loading', 'muter', 'pdhl', 'sinyal', 'handphone', 'penuh']"
Saya suka sekali blnja di lazada bisa Cod jadi ngga harus repot keluar rumah..trimakasih lazada,5,2,blnja cod repot rumah trimakasih,967,,3,0.6413,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['blnja', 'cod', 'repot', 'rumah', 'trimakasih']"
"Udh klik beli tapi malah diauruh pasport padahal udh log in dan jengjreng stok abis -,-",3,1,klik beli diauruh pasport log jengjreng stok abis,666,,3,0.6392,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['klik', 'beli', 'diauruh', 'pasport', 'log', 'jengjreng', 'stok', 'habis']"
"Saya pertama kali belanja sudah kena tipu penjual nakal. Jd id kurang selektif menyaring penjual, beda sama ol shop lain",1,0,belanja tipu jual nakal selektif nyaring jual beda ol shop,5,,3,0.6371,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'tipu', 'jual', 'nakal', 'selektif', 'nyaring', 'jual', 'beda', 'online', 'shop']"
"Harap diperbaiki, dikolom pencarian tidak akurat dengan hasil pencarian, sekarang COD Dikenakan biaya penanganan!, Dan tidak semua produk bisa COD, sekarang shopee tanam lemot, padaha signal bagus!",1,0,harap kolom cari akurat hasil cari cod biaya tangan produk cod tanam lot padaha signal,398,,3,0.6367,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['harap', 'kolom', 'cari', 'akurat', 'hasil', 'cari', 'cod', 'biaya', 'tangan', 'produk', 'cod', 'tanam', 'lemot', 'padaha', 'signal']"
IT nya parah...kerjasama nya dgn costumer ga baik..janji 3hari utk complain tp nelp berkali kali tetap ga ada solusi,1,0,it kerjasama costumer janji utk complain nelp solusi,22,,3,0.635,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['it', 'kerjasama', 'costumer', 'janji', 'untuk', 'complain', 'nelp', 'solusi']"
"Barangnya kurang lengkap kak, tolong diperlengkap lagi Trus pilihan barangnya juga sedikit Maaf",3,1,barang lengkap tolong lengkap pilih barang maaf,662,,3,0.6305,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['barang', 'lengkap', 'tolong', 'lengkap', 'pilih', 'barang', 'maaf']"
"banyak voucher belanja buat pengguna baru dan bisa di pakai tapi semakin lama walau pun voucher nya tidah di pakai voucher terus berkurang, jadi tolong di perbaiki lagi dari pihak berwenang, agar pembeli lebih nyaman berbelanja ditokopedia",3,1,voucher belanja pakai voucher tidah pakai voucher tolong wenang beli nyaman belanja ditokopedia,751,,3,0.6277,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['voucher', 'belanja', 'pakai', 'voucher', 'tidah', 'pakai', 'voucher', 'tolong', 'wenang', 'beli', 'nyaman', 'belanja', 'ditokopedia']"
Saya suka saya sudah beli banyak barang di shoppe dan bagus bagus semua harus download,5,2,beli barang download,803,,3,0.6259,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['beli', 'barang', 'unduh']"
Aku mau beli pulsa listrik kok ga bisa kebuka ya,3,1,beli pulsa listrik,596,,3,0.6258,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['beli', 'pulsa', 'listrik']"
Belanja online biasanya barang dtg kita tdk bisa mengecek padahal biasa banyak salah kirim maksudnya tdk sesuai pesanan ini harus dibenahi oleh shpee karena semua bisa rugi,1,0,belanja online barang dtg ecek salah kirim sesuai pesan benah shpee rugi,222,,3,0.6231,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'online', 'barang', 'datang', 'ecek', 'salah', 'kirim', 'sesuai', 'pesan', 'benah', 'shpee', 'rugi']"
"Min, tolong diperhatikan. Kenapa Bank Kalbar tidak ada di aplikasi ini? Sedangkan yang lainnya lengkap.",3,1,tolong perhati bank kalbar aplikasi lengkap,496,,3,0.6199,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'perhati', 'bank', 'kalbar', 'aplikasi', 'lengkap']"
Ko kebanyakan muter sih apk aplikasinya? Apa kena dampak kebakaran data di Jakarta?,3,1,muter apk aplikasi dampak bakar data jakarta,514,,3,0.6191,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['muter', 'aplikasi', 'aplikasi', 'dampak', 'bakar', 'data', 'jakarta']"
"maaf saya beri 3 dulu,karna sering,pemesanan tidak sesuai barang yg dipesan,saran saya tolong lebih di seleksi lg toko yg bener2 dan yg anak2 biar tidak mengecewakan pelanggan dan bisa menjaga nama baik lazada",3,1,maaf mesan sesuai barang pes saran tolong seleksi lg toko bener anak langgan jaga nama,586,,3,0.6174,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['maaf', 'mesan', 'sesuai', 'barang', 'pes', 'saran', 'tolong', 'seleksi', 'lagi', 'toko', 'benar', 'anak', 'langgan', 'jaga', 'nama']"
Kenapa beres di perbaharui gabisa dipake belanja ya?? Padahal udah langganan belanja di store tokped jadi kecewa..,3,1,beres baharu dipake belanja langgan belanja store,494,,3,0.617,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['beres', 'baru', 'dipake', 'belanja', 'langgan', 'belanja', 'toko']"
Saya suka bngt belanja d lazada..kurirnya ramah....brng dtng tepat waktu ..kmsn rapi,1,0,belanja kurir ramah brng dtng kmsn rapi,21,,3,0.6168,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'kurir', 'ramah', 'brng', 'dtng', 'kmsn', 'rapi']"
Bintang 5 tdk cukup harusnya bintang 10 Sangat membantu setiap beli barang ga usah ribet tinggal pesan langsung dikirim,5,2,bintang bintang bantu beli barang ribet tinggal pesan kirim,874,,3,0.6123,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['bintang', 'bintang', 'bantu', 'beli', 'barang', 'ribet', 'tinggal', 'pesan', 'kirim']"
"Kenapa sih shopee sekarang kok malah susah dibuka setelah di update, jaringan n data full tp mau chat shopee aja kayak ngelag gitu. Mau di uninstall ada spaylater yg belum dibyr.hhadeeuuh ntar q hapus jg klo kek gini Mulu. Apa karna ada flash sale barang mahal jdi di buatnya hp orang pada ngelag biar gak bisa dpt itu barang, gak ush ngadain promo klo takut rugi.",3,1,susah update jaring data full chat kayak ngelag uninstall spaylater dibyr hhadeeuuh ntar hapus jg kek gin mulu flash sale barang mahal hp ngelag barang ush ngadain promo takut rugi,613,,3,0.6113,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['susah', 'update', 'jaring', 'data', 'full', 'chat', 'kayak', 'ngelag', 'uninstall', 'spaylater', 'dibyr', 'hhadeeuuh', 'nanti', 'hapus', 'juga', 'seperti', 'gin', 'melulu', 'flash', 'sale', 'barang', 'mahal', 'handphone', 'ngelag', 'barang', 'ush', 'ngadain', 'promo', 'takut', 'rugi']"
Buat pihak lazada tolong di tindak lanjuti banyak penjual yg tidak bertanggung jawab Masak saya pesen kamera go pro yg dtang gantungan kunci,3,1,tolong tindak jual tanggung masak sen kamera go pro dtang gantung kunci,689,,3,0.6095,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'tindak', 'jual', 'tanggung', 'masak', 'sen', 'kamera', 'go', 'profesional', 'datang', 'gantung', 'kunci']"
benci guwe ?? dan saya kecewa sekali ?????? saya beli barang ditokopedia barang ya nga sesuai penipu huuu,1,0,benci guwe beli barang ditokopedia barang nga sesuai tipu huuu,308,,3,0.6091,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['benci', 'guwe', 'beli', 'barang', 'ditokopedia', 'barang', 'nga', 'sesuai', 'tipu', 'huuu']"
"Perlu dibenahi menu Feed, setelah scroll melihat produk ketika klik back, langsung refresh balik lagi ke atas. Apakah tokopedia sengaja agar pengguna menjadi malas melihat feed?",2,0,benah menu feed scroll produk klik back refresh sengaja malas feed,304,,3,0.6035,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['benah', 'menu', 'feed', 'scroll', 'produk', 'klik', 'back', 'refresh', 'sengaja', 'malas', 'feed']"
"Barang nya bagus, tp sulit bgd mau aktivasi shopeepaylater ??",4,2,barang sulit aktivasi shopeepaylater,865,,3,0.601,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['barang', 'sulit', 'aktivasi', 'shopeepaylater']"
Semoga Dgn Bergabungnya Go To semakin sukses selalu dan berharap logo Jaket Berubah jg ditahun depan dgn logo GO-JEK baru dan Tokopedia baru,5,2,gabung go sukses harap logo jaket ubah jg logo go jek,820,,3,0.6008,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['gabung', 'go', 'sukses', 'harap', 'logo', 'jaket', 'ubah', 'juga', 'logo', 'go', 'jek']"
"Jangan pake lazada dah sarang penyamun nih aplikasi.. penyelesaian kasus yang jelas"" penipuan justru adalah retur ke seller yang merupakan penyelesaian perselisihan... akhirnya milih hapus akun secara permanen karena melihat banyaknya review mereka yang data pribadinya disalahgunakan.",1,0,pake sarang samun aplikasi tipu retur seller selisih milih hapus akun permanen review data pribadi disalahgunakan,299,,3,0.5992,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['pakai', 'sarang', 'samun', 'aplikasi', 'tipu', 'retur', 'seller', 'selisih', 'milih', 'hapus', 'akun', 'permanen', 'review', 'data', 'pribadi', 'disalahgunakan']"
Untuk bulan ini perasaan update terus. Kalo ga salah udh 4 kali update.,2,0,asa update salah update,384,,3,0.5992,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['asa', 'update', 'salah', 'update']"
Alasan kenapa tokopedia pengiriman lama karena sering menipu orang,1,0,alas kirim tipu,254,,3,0.5978,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['alas', 'kirim', 'tipu']"
Apa apaan ni semalem sebelum di updet gambar produk masih ada ini udah di updet kok makin eror gila gila gg banget si shope sekarang.,1,0,semalem updet gambar produk updet eror,232,,3,0.5972,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['semalem', 'updet', 'gambar', 'produk', 'updet', 'eror']"
Udah malas pake lazada banyak toko yg gk jujurnya..,1,0,malas pake toko jujur,328,,3,0.5966,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['malas', 'pakai', 'toko', 'jujur']"
"Klu penguna baru,bukan nya dapat bonus 10000",1,0,klu penguna bonus,394,,3,0.5964,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['klu', 'penguna', 'bonus']"
"Mencoba belanja di elfania sungguh ribet embel discon vocer ujungnya kalau di hitung hitung sama juga ga dapat diskon cuma untuk akal akalan saja,coba di perbaharui lagi baru aq kasih bintang banyak banyak...",1,0,belanja elfania sungguh ribet embel discon vocer ujung hitung hitung diskon akal akal baharu bintang,356,,3,0.594,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'elfania', 'sungguh', 'ribet', 'embel', 'discon', 'voucher', 'ujung', 'hitung', 'hitung', 'diskon', 'akal', 'akal', 'baru', 'bintang']"
"Kenapa sih kalo belanja disini pengemasannya lama banget padahal lagi butuh banget apalagi dilazada itu ongkir nya murah tapi pengirimannya lama saya sudah nge dm tokonya katanya bentar lagi tapi nyatanya pas besok masih dikemas,dikemasnya udah nunggu 3 hari masih belum dikirim",1,0,belanja emas butuh dilazada ongkir murah kirim dm toko bentar pas besok kemas kemas nunggu kirim,181,,3,0.5907,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['belanja', 'emas', 'butuh', 'dilazada', 'ongkir', 'murah', 'kirim', 'dm', 'toko', 'sebentar', 'pas', 'besok', 'kemas', 'kemas', 'tunggu', 'kirim']"
harga barang nya gak ada yang pas sama keinginan saya.saya kira agak murah ternyata mahal,2,0,harga barang pas murah mahal,403,,3,0.5883,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['harga', 'barang', 'pas', 'murah', 'mahal']"
"Jujur agak kecewa sama Shopee sekarang. Dulu download ukuran 60 MBan, sekarang kok makin besar aja, ga cukup buat HP RAM 2 atau 3 GB karena makan ruang yg cukup banyak (jika dimasukkan data, akan jadi > 400 MB, sangat disayangkan sih, penambahan ukuran tidak sebanding dengan update fiturnya. Tolong pihak Shopee lebih mempertimbangkan lagi ya, jujur aku udah nyaman sama shopee tp terpaksa uninstall karena ukurannya terlalu besar??",3,1,jujur download ukur mban hp ram gb makan ruang data mb sayang ukur banding update fiturnya tolong timbang jujur nyaman paksa uninstall ukur,566,,3,0.5862,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['jujur', 'unduh', 'ukur', 'mban', 'handphone', 'ram', 'gb', 'makan', 'ruang', 'data', 'mb', 'sayang', 'ukur', 'banding', 'update', 'fitur', 'tolong', 'timbang', 'jujur', 'nyaman', 'paksa', 'uninstall', 'ukur']"
Saya kecewa setiap orderan lewat kurir JNE selalu gagal...mohon diperbaiki,1,0,order kurir gagal,357,,3,0.586,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['order', 'kurir', 'gagal']"
Perdana order 2 produk cincinnya bagus?? kacamatanya kurang,3,1,perdana order produk cincin kacamata,732,,3,0.5859,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['perdana', 'order', 'produk', 'cincin', 'kacamata']"
kenapa ya ngk bisa di download di hp saya.. pdhl sebelumnya di hp lama saya bisa.. dan lancar.. tp untuk claim gratis ongkir blm disediakan di semua toko atau bagaimana kok ada yg masih bayar ongkir.. sempet psen di hp tmn masih byr ongkir 28 rb.. knp ya.. tolong pihak shopee,3,1,ngk download hp pdhl hp lancar claim gratis ongkir sedia toko bayar ongkir sempet psen hp tmn byr ongkir rb tolong,631,,3,0.584,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ngk', 'unduh', 'handphone', 'pdhl', 'handphone', 'lancar', 'claim', 'gratis', 'ongkir', 'sedia', 'toko', 'bayar', 'ongkir', 'sempat', 'pesan', 'handphone', 'tmn', 'bayar', 'ongkir', 'ribu', 'tolong']"
blibli....kog skrg bli produk berat gak freeong lg ya. dlu sy prnh bli rak zyo krim k kalbar freeong. skrg ongkirny ratusan rb krn berat produk.,3,1,kog skrg produk berat freeong lg prnh rak zyo krim kalbar freeong skrg ongkirny ratus rb berat produk,713,,3,0.5824,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['kok', 'sekarang', 'produk', 'berat', 'freeong', 'lagi', 'pernah', 'rak', 'zyo', 'krim', 'kalbar', 'freeong', 'sekarang', 'ongkirny', 'ratus', 'ribu', 'berat', 'produk']"
Sangat memuaskan serba lengkap makasih tokopedia,5,2,serba lengkap,889,,3,0.5824,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['serba', 'lengkap']"
"Kembalikan sistem pengiriman seperti dulu yang bisa memilih jasa pengiriman dari perusahaan jasa mana saja. Masalahnya kalo yang sekarang pihak shopee yang milih secara acak ,kalau dapat jasa Antaraja lama banget suka sampe 5 hari lebih. Padahal kalo pake si cepat atau Jnt cuman 2 hari.",3,1,sistem kirim pilih jasa kirim usaha jasa milih acak jasa antaraja sampe pake cepat jnt cuman,670,,3,0.5805,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['sistem', 'kirim', 'pilih', 'jasa', 'kirim', 'usaha', 'jasa', 'milih', 'acak', 'jasa', 'antaraja', 'sampai', 'pakai', 'cepat', 'jnt', 'cuman']"
"Tolong donk shopee biasa x belanja oke2 az aku baru ini ne loh,barang ga sampe2 tp dlht udh dtrma org kantor pdhal dibuku terima barang jga ga ada terima barangx.... Kecewa seh cz aq perlu bgtt paketan itu mlah brangx ga sampe2,gimna tuh solusix jgn bkin pelangan mkin kecewa",3,1,tolong belanja az barang sampe dlht dtrma org kantor pdhal buku barang barangx seh cz bgtt paket mlah brangx sampe gimna solusix jgn bkin pelang mkin,580,,3,0.5762,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['tolong', 'belanja', 'az', 'barang', 'sampai', 'dlht', 'dtrma', 'orang', 'kantor', 'pdhal', 'buku', 'barang', 'barangx', 'seh', 'cz', 'bgtt', 'paket', 'malah', 'brangx', 'sampai', 'gimna', 'solusix', 'jangan', 'bikin', 'pelang', 'mkin']"
Ongkir nya kemahalan bang beda kayak lazada murah murah,2,0,ongkir mahal bang beda kayak murah murah,132,,3,0.5696,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['ongkir', 'mahal', 'bang', 'beda', 'kayak', 'murah', 'murah']"
